Depth,Velocity,Power
-1.01332741479289,0.5,1.62617892827869
-7.7876790522888,0.6,2.4140958764528
-9.22185504876071,0.7,2.44678477472862
-9.49741620019143,0.8,2.448885861621
-0.868236127161908,0.5,1.74637239554233
-5.91277730342037,0.6,2.87831412591898
-8.1666266157505,0.7,4.51684083340249
-8.83719022833599,0.8,6.18736663070254
-9.09495595013549,0.9,5.42925576408961
-9.21741089147519,1,6.31715243678331
-0.555688483642818,0.5,1.87073225316411
-4.58330236890247,0.6,3.12075125044483
-6.85292888025913,0.7,4.90031815475456
-7.85102052173921,0.8,7.05911242163175
-8.31752082748772,0.9,9.60190031977944
-8.55920859044017,1,12.9774047588463
-0.261113667606734,0.5,1.99485801279406
-3.70748181029841,0.6,0.0409717251662971
-5.73069922769851,0.7,1.75136604199817
-6.82843782965696,0.8,7.50311257846939
-7.42674016133885,0.9,10.2981222645471
-0.0869794938018629,0.5,0.971841369106028
-3.0537226388201,0.6,0.739497554198849
-4.89716999209463,0.7,0.643346444355436
-5.96086200144128,0.8,6.98012929013951
-6.60316143295922,0.9,10.9620251520572
-6.98281203775881,1,15.4279186303591
-7.21894946763591,1.1,19.9554698057328
-7.38339535932724,1.2,25.588822113661
-2.41197337454736,0.6,1.8531400684765
-4.10389022826059,0.7,0.651029441551009
-5.1121475441473,0.8,0.438466832957736
-5.74985141995331,0.9,3.06993411032198
-6.15896267368641,1,10.3003315206158
-6.4183019264678,1.1,21.0150145443236
-6.61815619067664,1.2,27.6112600754815
-1.84855343166566,0.6,3.10892872868232
-3.40179311894388,0.7,2.48950946611168
-4.35334542358011,0.8,1.07513555310242
-4.96875698987382,0.9,0.109008409182018
-5.38376368400874,1,10.2475322734382
-5.62776417091948,1.1,3.62339377857395
-1.41764594438874,0.6,3.90663466541333
-2.84637810528239,0.7,4.18425420497226
-3.73759184636543,0.8,4.15416426004584
-4.32616147937924,0.9,2.90217787346739
-4.72938077082256,1,3.92593578345163
-4.98123897267674,1.1,2.78417422223922
-5.23577328292719,1.2,2.12246997093491
-5.40894117374521,1.3,23.9020050477609
-5.53158453068196,1.4,28.4997652212609
-5.58453135287685,1.8,22.8596275433352
-0.9986075705215,0.6,1.30486188939299
-2.297209335837,0.7,5.72130398700127
-3.131423776783,0.8,6.9020796802944
-3.69309197946322,0.9,6.61950803603618
-4.0853231053306,1,0.572562460215233
-4.33666022801256,1.1,3.62266025991787
-4.59859314984625,1.2,0.550560588481939
-4.76081906479417,1.3,11.2756080873763
-4.87555283422608,1.4,5.89412853567362
-4.85523439312914,1.8,3.42372415551175
-0.552222955039606,0.6,3.82626375324287
-1.77169187579813,0.7,6.61370299880392
-2.54849142788929,0.8,9.26484123089243
-3.09402015824908,0.9,5.35242383736798
